id,area,feature,roles,user_entry,backend,origin,feature_flag,existing_tests,verify_by,side_effects,phase,data_risk,status_signals,confidence,capability_ledger_id,rails_routes,ember_routes
ORG-02,"Org, district & system admin; integrations",/admin shortcut redirects to the user's first managed org,org-admin; system,"admin route app/frontend/app/routes/admin.js:8 (findRecord organization 'my_org'), :11 (transition to organization)","api/organizations#show app/controllers/api/organizations_controller.rb:11; 'my_org' replaced only when Organization.manager? (app/controllers/application_controller.rb:250, app/models/organization.rb:480)",heavily modified (vs sweet-suite mirror 55aaa8a: application_controller.rb churn 223%; organizations_controller.rb churn 39%; admin.js churn 50% (frontend)),none,app/frontend/tests/controllers/admin-test.js,agent: GET organizations/my_org as manager and as non-manager,none (read-only),7,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,admin:/admin
ORG-03,"Org, district & system admin; integrations","Org shell and dashboard: nav, usage stats, recent sessions, summaries, default home boards, admin-org system health",supervisor-SLP; org-admin; system,"app/frontend/app/templates/organization.hbs:13-32 (tabs need permissions.edit); app/frontend/app/templates/organization/index.hbs:1 (edit), :61 (manage), :329-344 (view-only branch for supervisors); app/frontend/app/controllers/organization/index.js:29,96,106","api/organizations#show organizations_controller.rb:11 (view); #stats :266 (edit; admin org = site-wide :276,:329); #logs :752 (manage); #admin_reports report=summaries :338; permissions app/models/organization.rb:42-49; site health lib/json_api/organization.rb:19-28",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; organization.rb churn 4%; organization.js churn 29% (frontend); organization.js churn 21% (frontend); organization.hbs churn 155% (frontend); index.hbs churn 142% (frontend); index.js churn 82% (frontend); 3/3 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb; spec/models/organization_spec.rb; app/frontend/tests/models/organization-test.js,both: agent for the stats and logs API; human for dashboard rendering,writes,7,yes: communicator usage logs or utterances; AI processing; organization roster or membership,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/organizations/:id api/organizations#show | GET /api/v1/organizations/:organization_id/stats api/organizations#stats | GET /api/v1/organizations/:organization_id/logs api/organizations#logs,organization:/organizations/:id
ORG-04,"Org, district & system admin; integrations","Org roster lists: communicators, supervisors, managers, eval accounts, premium-symbol users",org-admin,"organization.people app/frontend/app/templates/organization/people.hbs:1; app/frontend/app/controllers/organization/people.js:30,43,56,68,80","api/organizations#users organizations_controller.rb:18, #supervisors :182, #managers :201, #evals :208, #extras :175; all need 'edit' (assistant organization.rb:43 or manager :44), include_email true",heavily modified (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; people.hbs absent; people.js absent; people.js absent; 5/5 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: list endpoints per role,external-send,7,yes: account identity or contact details; organization roster or membership,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/organizations/:organization_id/users api/organizations#users | GET /api/v1/organizations/:organization_id/supervisors api/organizations#supervisors | GET /api/v1/organizations/:organization_id/managers api/organizations#managers | GET /api/v1/organizations/:organization_id/evals api/organizations#evals | GET /api/v1/organizations/:organization_id/extras api/organizations#extras,organization.people:/people
ORG-05,"Org, district & system admin; integrations","Add or remove org members (sponsored, unsponsored or third-party communicator, supervisor, premium supervisor, manager, assistant, eval, premium symbols) with offboarding",org-admin,"app/frontend/app/templates/organization/people.hbs:52-54; app/frontend/app/controllers/organization/people.js:171 (new-user modal), :179, :236 (sets management_action); app/frontend/app/components/new-user.js:80","api/organizations#update organizations_controller.rb:844 (edit) -> Organization#process_params management_action app/models/organization.rb:1849-1880; add_manager :166; add_supervisor :262; add_user :1037; remove_user :1064 (COPPA birth-month check :1071-1078, family offboarding :1105-1111)",heavily modified (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; new-user.js churn 44% (frontend) (moved from app/frontend/app/controllers/new-user.js); license.rb absent; people.js absent; people.hbs absent; 2/2 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb; spec/models/organization_spec.rb,both: agent for API state; human for the confirm and offboarding modals and approval notifications,destructive,7,"yes: account identity or contact details; age, consent or guardian data; organization roster or membership",,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,PATCH /api/v1/organizations/:id api/organizations#update | PUT /api/v1/organizations/:id api/organizations#update,organization.people:/people
ORG-06,"Org, district & system admin; integrations",District license seats: list seats and claim a user into a seat (API only),org-admin,none (API/background only; no Ember caller of /licenses or /claim_user in app/frontend/app),api/organizations#licenses organizations_controller.rb:227 (edit); #claim_user :245 (manage) -> Organization#claim_user app/models/organization.rb:19-35; writes AuditEvent license_claim :253; License#release_user! writes AuditEvent license_release app/models/license.rb:83-89,LingoLinq-new (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; license.rb absent; license.rb absent; 0/2 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: API plus AuditEvent rows,destructive,7,"yes: age, consent or guardian data; audit or compliance records; organization roster or membership",no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/organizations/:organization_id/licenses api/organizations#licenses | POST /api/v1/organizations/:organization_id/claim_user api/organizations#claim_user,
ORG-07,"Org, district & system admin; integrations","Org reports: all communicators, supervisors, evals, recent sessions, logged or not logged, unused, and status/access/device/vocab/grid breakdowns",org-admin,"organization.reports app/frontend/app/controllers/organization/reports.js:26-63 (report list), :129-150 (URL builder); templates/organization/reports.hbs","api/organizations#admin_reports organizations_controller.rb:338 (edit; non-admin allowlist :342-347; scoped to org and downstream links :439-445, :504, :536) plus users/supervisors/evals/logs",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; reports.js churn 144% (frontend); reports.hbs churn 185% (frontend); reports.js churn 0% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: report API per report id,writes,7,yes: account identity or contact details; organization roster or membership,dead or orphaned route or code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/organizations/:organization_id/admin_reports api/organizations#admin_reports,organization.reports:/reports
ORG-08,"Org, district & system admin; integrations","Site-admin global reports: new users, subscriptions, premium voices, feature flags, totals, org sizes, home boards, missing words and symbols",system,organization.reports on the admin org app/frontend/app/controllers/organization/reports.js:34-53,"api/organizations#admin_reports organizations_controller.rb:338 (non-allowlisted reports need org.admin :344-346): new_users :433, subscriptions :508, premium_voices reads AuditEvent :560, feature_flags :588, totals :597, org_sizes :392, home_boards :398, missing_words :540",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; reports.js churn 144% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: API as admin-org manager,none (read-only),7,yes: account identity or contact details; audit or compliance records,commented-out code,CONFIRMED: cited lines re-read against the code by the author,,GET /api/v1/organizations/:organization_id/admin_reports api/organizations#admin_reports,organization.reports:/reports
ORG-09,"Org, district & system admin; integrations",Set communicator implementation status (for example Waiting for Device or Training Started) with a note,supervisor-SLP; org-admin,"app/frontend/app/components/user-status.js:113, opened from controllers/organization/reports.js:338 and controllers/organization/room.js:214",api/organizations#set_status organizations_controller.rb:40 (org supervisor/manager or manage; user must be an org_user of this org or a downstream org :45-50; needs supervise on the user :53); posts a LogSession.message to the user :86-91,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; user-status.js churn 191% (frontend) (moved from app/frontend/app/controllers/modals/user-status.js); 1/1 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: API and resulting message log,writes,7,yes: communicator usage logs or utterances; clinical or evaluation data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/organizations/:organization_id/status/:user_id api/organizations#set_status,
ORG-10,"Org, district & system admin; integrations",Org telemetry dashboard page,org-admin; system,organization.telemetry tab app/frontend/app/templates/organization.hbs:21; app/frontend/app/controllers/organization/telemetry.js:179; also app/frontend/app/templates/organization.hbs:21-23,"api/telemetry#organization app/controllers/api/telemetry_controller.rb:16-49 (org edit; scope none/global need site admin :20-37); route owned by another slice; also app/controllers/api/telemetry_controller.rb:16-53, lib/telemetry_stats.rb:5",LingoLinq-new (vs sweet-suite mirror 55aaa8a: organization.hbs churn 155% (frontend); telemetry.hbs absent; telemetry.js absent; telemetry.js absent; telemetry_controller.rb absent; telemetry_stats.rb absent; 0/1 routes are upstream actions),"telemetry_admin_panel (code: AVAILABLE only, off; lib/feature_flags.rb:24), or currentUser.admin; read templates/organization.hbs:21",spec/controllers/api/telemetry_controller_spec.rb,both: agent for the API; human for charts,writes,7,yes: communicator usage logs or utterances; organization roster or membership,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/organizations/:organization_id/telemetry api/telemetry#organization,organization.telemetry:/telemetry
ORG-11,"Org, district & system admin; integrations","Org billing page: allotted licenses, supervisor/eval/premium-symbol seats, expiry, purchase history",org-admin; system,"organization.subscription app/frontend/app/templates/organization/subscription.hbs:1-4 (manage to view, manage_subscription to edit); app/frontend/app/controllers/organization/subscription.js",api/organizations#update organizations_controller.rb:844; license fields stripped without update_licenses :850-857; purchase_history lib/json_api/organization.rb:133-135; manage_subscription only for admin-org managers app/models/organization.rb:46,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; subscription.hbs churn 66% (frontend); subscription.js churn 225% (frontend); subscription.js churn 0% (frontend); 2/2 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: update as org manager vs admin,destructive,7,no,dead or orphaned route or code; no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,PATCH /api/v1/organizations/:id api/organizations#update | PUT /api/v1/organizations/:id api/organizations#update,organization.subscription:/subscription
ORG-12,"Org, district & system admin; integrations","Site-admin extras page: blocked emails and cells, block email, sale cutoff date, start code lookup, word data import, gift/discount codes",system,"organization.extras (tab gated admin && manage, app/frontend/app/templates/organization.hbs:29); app/frontend/app/templates/organization/extras.hbs:1-2; app/frontend/app/controllers/organization/extras.js:29,35,79-80,85,98,113","api/organizations#blocked_emails organizations_controller.rb:766, #blocked_cells :774, #extra_action :800 (admin org only, then manage): block_email :806, add_sentence_suggestion :813, word_data_import :818-819 -> app/models/word_data.rb:86 Typhoeus.get(url)",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; word_data.rb churn 26%; extras.hbs churn 91% (frontend); extras.js churn 24% (frontend); extras.js churn 0% (frontend); 3/3 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: API as admin,external-send,7,yes: account identity or contact details,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/organizations/:organization_id/blocked_emails api/organizations#blocked_emails | GET /api/v1/organizations/:organization_id/blocked_cells api/organizations#blocked_cells | POST /api/v1/organizations/:organization_id/extra_action api/organizations#extra_action,organization.extras:/extras
ORG-13,"Org, district & system admin; integrations","Org trainings (lessons): list, create/assign and unassign org lessons, completion tracking",org-admin,"organization.lessons app/frontend/app/templates/organization.hbs:25; app/frontend/app/controllers/organization/lessons.js:17, :161, :169 (assign-lesson modal), :188 (unassign)","api/lessons#index app/controllers/api/lessons_controller.rb:13-16, #create :45-48, #assign :139-142, #unassign :164-167 (org edit); lessons routes owned by another slice",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: lessons_controller.rb churn 38%; lessons.hbs churn 48% (frontend); lessons.js churn 20% (frontend); lessons.js churn 0% (frontend)),"lessons (code: ENABLED_FRONTEND_FEATURES lib/feature_flags.rb:125); read templates/organization.hbs:25 and templates/organization/room.hbs:97,176",spec/controllers/api/lessons_controller_spec.rb,both: agent for the API; human for lesson content,writes,7,yes: organization roster or membership,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,organization.lessons:/lessons
ORG-14,"Org, district & system admin; integrations","Rooms (org units): list, create, rename, delete, add or remove room supervisors and communicators",supervisor-SLP; org-admin,"organization.rooms app/frontend/app/controllers/organization/rooms.js:15, :64 (create), :74 (delete), :93, :115 (membership)","api/units#index app/controllers/api/units_controller.rb:4 (org edit), #create :15, #show :250, #update :257 -> OrganizationUnit#process_action app/models/organization_unit.rb:71-86 (add_supervisor needs an org supervisor :91; add_communicator needs a managed, non-pending org user :139), #destroy :271; permissions organization_unit.rb:14-17",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: units_controller.rb churn 4%; organization_unit.rb churn 2%; unit.rb churn 4%; rooms.js churn 28% (frontend); rooms.hbs churn 207% (frontend); rooms.js churn 0% (frontend); unit.js churn 47% (frontend); 6/6 routes are upstream actions),none,spec/controllers/api/units_controller_spec.rb; spec/models/organization_unit_spec.rb; app/frontend/tests/models/unit-test.js,agent: unit API per role,destructive,7,yes: organization roster or membership,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/units api/units#index | POST /api/v1/units api/units#create | GET /api/v1/units/:id api/units#show | PATCH /api/v1/units/:id api/units#update | PUT /api/v1/units/:id api/units#update | DELETE /api/v1/units/:id api/units#destroy,organization.rooms:/rooms
ORG-15,"Org, district & system admin; integrations","Room detail: weekly session and goal stats, word stats, session logs, room goal, profiles",supervisor-SLP; org-admin,"organization.room app/frontend/app/routes/organization/room.js:9,22; app/frontend/app/models/unit.js:43 (stats), :69 (logs); app/frontend/app/controllers/organization/room.js:25 (log_stats), :114, :225-236 (goal)","api/units#stats units_controller.rb:68, #log_stats :147, #logs :238 (view_stats: room supervisors or org manage, organization_unit.rb:14,17)",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: units_controller.rb churn 4%; organization_unit.rb churn 2%; room.js churn 19% (frontend); room.hbs churn 79% (frontend); room.js churn 26% (frontend); unit.js churn 47% (frontend); 3/3 routes are upstream actions),none,spec/controllers/api/units_controller_spec.rb,both: agent for the API; human for charts,none (read-only),7,yes: communicator usage logs or utterances; clinical or evaluation data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/units/:unit_id/stats api/units#stats | GET /api/v1/units/:unit_id/log_stats api/units#log_stats | GET /api/v1/units/:unit_id/logs api/units#logs,organization.room:/rooms/:room_id
ORG-16,"Org, district & system admin; integrations","Message room members (communicators, supervisors or all), optionally with a video",supervisor-SLP; org-admin,app/frontend/app/controllers/organization/room.js:247 -> app/frontend/app/components/message-unit.js:108; app/frontend/app/controllers/modals/message-unit.js:81,api/units#note units_controller.rb:29-66 (view_stats) -> LogSession.schedule_for message_all,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: units_controller.rb churn 4%; message-unit.js churn 149% (frontend) (moved from app/frontend/app/controllers/modals/message-unit.js); message-unit.js churn 20% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/units_controller_spec.rb,both: agent for queued messages; human for notification/email delivery,writes,7,yes: communicator usage logs or utterances,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/units/:unit_id/note api/units#note,
ORG-17,"Org, district & system admin; integrations","Org settings: name, symbols, locale, US/EU jurisdiction, beta access for start codes, third-party AI toggle, home boards, logo, admin-only timeout/org access/premium/parent org, support emails, colors, note templates",org-admin; system,"organization.settings app/frontend/app/templates/organization/settings.hbs:36-39 (jurisdiction), :55-61 (third-party AI), :82 (admin section gated on delete), :146 (premium section); app/frontend/app/controllers/organization/settings.js:189",api/organizations#update organizations_controller.rb:844 (edit) -> Organization#process_params app/models/organization.rb:1569+; external_ai_processing gate organization.rb:1543-1558,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; organization.rb churn 4%; settings.hbs churn 173% (frontend); settings.js churn 73% (frontend); settings.js churn 0% (frontend); 2/2 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb; spec/models/organization_spec.rb; spec/models/organization_jurisdiction_spec.rb,agent: update API and effects,external-send,7,"yes: age, consent or guardian data; AI processing; organization roster or membership",,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",jurisdiction-primitive,PATCH /api/v1/organizations/:id api/organizations#update | PUT /api/v1/organizations/:id api/organizations#update,organization.settings:/settings
ORG-18,"Org, district & system admin; integrations",External authentication (SAML) for an org and linking an external alias to an org user,org-admin; system,"app/frontend/app/templates/organization/settings.hbs:126-137 (beta checkbox, metadata/SSO URLs, enforce); app/frontend/app/components/supervision-settings.js:177 (alias)",api/organizations#update saml_* in process_params app/models/organization.rb:1569+; #alias organizations_controller.rb:782 (edit; user must be attached to the org :784; org needs saml_metadata_url :791) -> Organization#link_saml_alias organization.rb:829,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; settings.hbs churn 173% (frontend); supervision-settings.js churn 94% (frontend) (moved from app/frontend/app/controllers/supervision-settings.js); 2/2 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,human: needs a real SAML IdP,external-send,7,yes: user data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/organizations/:organization_id/alias api/organizations#alias | PATCH /api/v1/organizations/:id api/organizations#update,organization.settings:/settings
ORG-19,"Org, district & system admin; integrations","Custom-domain branding for an org: app name, logos, CSS, store URLs, email signature",org-admin; system,app/frontend/app/templates/organization/settings.hbs:246-282 (shown only when model.custom_domain),api/organizations#update -> host_settings in Organization#process_params app/models/organization.rb:1569+; served to clients via api/integrations#domain_settings app/controllers/api/integrations_controller.rb:77,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organization.rb churn 22%; organization.rb churn 4%; settings.hbs churn 173% (frontend); 1/1 routes are upstream actions),none,spec/models/organization_spec.rb,human: visual branding on a custom domain,external-send,7,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,PATCH /api/v1/organizations/:id api/organizations#update,organization.settings:/settings
ORG-20,"Org, district & system admin; integrations","Manage org start codes: create with overrides, delete",org-admin,"app/frontend/app/templates/organization/settings.hbs:181-190 -> controllers/organization/settings.js:166 (start-codes modal); app/frontend/app/components/start-codes.js:143-147 (delete), :221-228 (create)","api/organizations#start_code organizations_controller.rb:98 (edit) -> Organization.activation_code app/models/organization.rb:1284, remove_start_code :1358",heavily modified (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; settings.js churn 73% (frontend); start-codes.js absent; 1/1 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,"agent: create, delete and lookup",destructive,7,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/organizations/:organization_id/start_code api/organizations#start_code,organization.settings:/settings
ORG-21,"Org, district & system admin; integrations",Start code lookup at registration and in the admin lookup page,anonymous; communicator; supervisor-SLP; org-admin; system,app/frontend/app/controllers/register.js:364; app/frontend/app/controllers/start_codes.js:21,api/organizations#start_code_lookup organizations_controller.rb:122 (anonymous callers need the verifier :129; org/user editors get up to 50 linked users :164-168; user targets return an obfuscated name :163),upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; register.js churn 1224% (frontend); start_codes.js churn 7% (frontend); 1/1 routes are upstream actions),none,spec/controllers/api/organizations_controller_spec.rb,agent: anonymous vs editor lookup,writes,0,yes: account identity or contact details; audio or video recordings; organization roster or membership,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/start_code api/organizations#start_code_lookup,
ORG-22,"Org, district & system admin; integrations",Org profiles: communicator and supervisor profile templates with frequency and completion tracking,supervisor-SLP; org-admin,app/frontend/app/templates/organization/settings.hbs:210-240; app/frontend/app/templates/organization/index.hbs:226; app/frontend/app/controllers/organization/room.js:206-210 (profiles modal),api/organizations#update -> communicator_profile/supervisor_profile in process_params app/models/organization.rb:1569+ (a private ProfileTemplate must belong to this org); #stats recent-profile counts organizations_controller.rb:277-303,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: organization.rb churn 22%; organizations_controller.rb churn 39%; settings.hbs churn 173% (frontend); index.hbs churn 142% (frontend); 2/2 routes are upstream actions),profiles (code: ENABLED_FRONTEND_FEATURES lib/feature_flags.rb:125); read templates/organization/settings.hbs:210 and templates/organization/index.hbs:226,spec/controllers/api/organizations_controller_spec.rb; spec/models/organization_spec.rb,both: agent for settings and stats; human for completing a profile,writes,7,yes: account identity or contact details; clinical or evaluation data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,PATCH /api/v1/organizations/:id api/organizations#update | GET /api/v1/organizations/:organization_id/stats api/organizations#stats,organization.settings:/settings
ORG-23,"Org, district & system admin; integrations","Org data policy: logging, geo logging, reports, publishing, retention and research floor, inherited by child orgs (API only)",org-admin,none (API/background only; no data_policy reference in app/frontend/app),"api/organizations#update_data_policy organizations_controller.rb:876 (manage) -> Organization#update_data_policy app/models/organization.rb:127-147 (AuditEvent data_policy_update :141); parent inheritance :105-124; exposed lib/json_api/organization.rb:33-35; enforced app/models/log_session.rb:70,361 and lib/data_policy_enforcer.rb:22-23",LingoLinq-new (vs sweet-suite mirror 55aaa8a: organizations_controller.rb churn 39%; organization.rb churn 22%; log_session.rb churn 12%; data_policy_enforcer.rb absent; 0/1 routes are upstream actions),none,spec/models/organization_spec.rb; spec/lib/data_policy_enforcer_spec.rb; spec/models/log_session_spec.rb,agent: PUT then check log behavior and AuditEvent,destructive,7,yes: location; audit or compliance records,no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,PUT /api/v1/organizations/:organization_id/data_policy api/organizations#update_data_policy,
ORG-24,"Org, district & system admin; integrations",Database explorer: allowlisted table schema and paginated rows,system,database route app/frontend/app/routes/database.js:10-25 (admin or admin_support_actions); navbar app/frontend/app/templates/application.hbs:1447-1449 (controllers/application.js:125),"api/database_schema#index app/controllers/api/database_schema_controller.rb:14; api/database_contents#index app/controllers/api/database_contents_controller.rb:16; gate app/controllers/concerns/api/schema_explorer.rb:89-95 (User#admin? or admin_support_actions_allowed? app/controllers/application_controller.rb:307-309); fail-closed AuditEvent database_schema.rb:86-97, database_contents.rb:98-111",LingoLinq-new (vs sweet-suite mirror 55aaa8a: database_schema_controller.rb absent; database_contents_controller.rb absent; schema_explorer.rb absent; database.js absent; database.js absent; database.hbs absent; 0/2 routes are upstream actions),none,spec/controllers/api/database_schema_controller_spec.rb; spec/controllers/api/database_contents_controller_spec.rb,agent: 403 for non-admins; AuditEvent row per read,none (read-only),8,yes: communicator usage logs or utterances; audit or compliance records; organization roster or membership; board content,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/database_schema api/database_schema#index | GET /api/v1/database_contents api/database_contents#index,database:/database
ORG-25,"Org, district & system admin; integrations","System Settings: email template list, editor, per-org override, reset, preview",system,"system-settings route app/frontend/app/routes/system-settings.js:10-25; index redirects to emails app/frontend/app/routes/system-settings/index.js:7-9; app/frontend/app/controllers/system-settings/emails.js:63; app/frontend/app/controllers/system-settings/email-edit.js:122,162,185,211; navbar app/frontend/app/templates/application.hbs:1450-1452","api/system_email_templates#index app/controllers/api/system_email_templates_controller.rb:11, #show :31, #update :42, #destroy :57, #preview :69 (synthetic sample user lib/system_email_preview.rb:49-56); access app/controllers/concerns/api/system_settings_access.rb:14-20; write scope :44-60 (site-wide needs settings['admin'] :22-27)",LingoLinq-new (vs sweet-suite mirror 55aaa8a: system_email_templates_controller.rb absent; system_settings_access.rb absent; system_email_templates.rb absent; system_email_registry.rb absent; system_email_template_security.rb absent; system_email_preview.rb absent; emails.js absent; email-edit.js absent; email-edit.hbs absent; 0/5 routes are upstream actions),none,spec/controllers/api/system_email_templates_controller_spec.rb; spec/lib/system_email_templates_spec.rb; spec/lib/system_email_template_security_spec.rb; spec/lib/system_email_preview_spec.rb; app/frontend/tests/integration/system-settings-input-fields-test.js,both: agent for API and template validation; human for rendered email appearance and delivery,destructive; external-send,8,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/system_email_templates api/system_email_templates#index | GET /api/v1/system_email_templates/:id api/system_email_templates#show | PUT /api/v1/system_email_templates/:id api/system_email_templates#update | DELETE /api/v1/system_email_templates/:id api/system_email_templates#destroy | POST /api/v1/system_email_templates/:id/preview api/system_email_templates#preview,system-settings:/system-settings | system-settings.index:/ | system-settings.emails:/emails | system-settings.email-edit:/emails/:template_slug
ORG-26,"Org, district & system admin; integrations",System Settings: site-wide app defaults (branding fields),system,"system-settings.app-defaults (tab only when settings.admin === true: app/frontend/app/controllers/system-settings.js:56-60, templates/system-settings.hbs:31-33); app/frontend/app/controllers/system-settings/app-defaults.js:20,59",api/system_app_defaults#show app/controllers/api/system_app_defaults_controller.rb:9 (admin or admin-support); #update :28 (require_site_admin! :6),LingoLinq-new (vs sweet-suite mirror 55aaa8a: system_app_defaults_controller.rb absent; system_app_defaults.rb absent; app-defaults.js absent; app-defaults.hbs absent; 0/2 routes are upstream actions),none,spec/controllers/api/system_app_defaults_controller_spec.rb; spec/lib/system_app_defaults_spec.rb,agent: GET/PUT as site admin vs admin-org manager,writes,8,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/system_app_defaults api/system_app_defaults#show | PUT /api/v1/system_app_defaults api/system_app_defaults#update,system-settings.app-defaults:/app-defaults
ORG-27,"Org, district & system admin; integrations","System Settings: feature toggles per scope (site default, canary/beta group, single org)",system,"system-settings.features app/frontend/app/controllers/system-settings/features.js:144,189,209","api/system_features#index app/controllers/api/system_features_controller.rb:10, #update :39, #destroy :57 (read/write scope checks :6-7, :73-76; site-wide writes need site admin); lib/system_feature_settings.rb; lib/system_feature_registry.rb",LingoLinq-new (vs sweet-suite mirror 55aaa8a: system_features_controller.rb absent; system_settings_access.rb absent; system_feature_settings.rb absent; system_feature_registry.rb absent; system_feature_group_registry.rb absent; features.js absent; features.hbs absent; 0/3 routes are upstream actions),manages all flags; production overrides code defaults (lib/system_feature_settings.rb),spec/controllers/api/system_features_controller_spec.rb; spec/lib/system_feature_settings_spec.rb; app/frontend/tests/unit/controllers/system-settings-features-save-error-test.js,agent: toggle then read effective flags,destructive,8,yes: AI processing; audit or compliance records; organization roster or membership,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/system_features api/system_features#index | PUT /api/v1/system_features api/system_features#update | DELETE /api/v1/system_features api/system_features#destroy,system-settings.features:/features
ORG-28,"Org, district & system admin; integrations",Resque job web UI at /jobby,anonymous; system,app/frontend/app/controllers/organization.js:32 (jobs action),"mount Resque::Server config/routes.rb:35 with AdminConstraint lib/admin_constraint.rb:2-11 (admin_token cookie -> Redis -> User#admin?); cookie set by session#auth_admin app/controllers/session_controller.rb:248-257; also app/controllers/session_controller.rb:248, lib/admin_constraint.rb:2",heavily modified (vs sweet-suite mirror 55aaa8a: routes.rb churn 56%; admin_constraint.rb churn 0%; session_controller.rb churn 115%; organization.js churn 21% (frontend); 2/2 routes are upstream actions),none,spec/controllers/session_controller_spec.rb,both: browser cookie flow into the Resque UI / admin vs non-admin POST,writes,8,yes: audio or video recordings,dead or orphaned route or code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,ANY /jobby Resque::Server | POST /api/v1/auth/admin session#auth_admin,
